time_hr,x_ft,p_analytic_psi,p_numeric_psi
1.0,100.8,4314.007571788013,4322.557160951841
1.0,101.99999999999999,4315.931550973034,4324.1554412723535
1.0,103.19999999999999,4317.768263869818,4325.670803603863
1.0,104.39999999999999,4319.520711368705,4327.106743800424
1.0,105.59999999999998,4321.191846582076,4328.466674180767
1.0,106.79999999999998,4322.784572324428,4329.753920137959
1.0,107.99999999999999,4324.301738816596,4330.97171731941
1.0,109.19999999999999,4325.746141609813,4332.1232093472745
1.0,110.39999999999998,4327.120519724734,4333.21144604804
1.0,111.59999999999998,4328.427554000156,4334.239382159192
1.0,112.79999999999998,4329.669865645721,4335.209876480474
1.0,113.99999999999999,4330.850014992483,4336.125691437109
1.0,115.2,4331.970500434972,4336.989493022725
1.0,116.39999999999998,4333.033757557984,4337.803851090125
1.0,117.59999999999998,4334.04215844118,4338.571239958859
1.0,118.8,4334.998011134267,4339.294039309471
1.0,120.0,4335.903559295441,4339.974535335389
1.0,121.19999999999997,4336.7609819855525,4340.614922124594
1.0,122.39999999999998,4337.57239361042,4341.217303244535
1.0,123.6,4338.339844003584,4341.7836935051155
1.0,124.8,4339.06531864181,4342.31602087598
1.0,125.99999999999997,4339.750738985587,4342.816128535733
1.0,127.19999999999997,4340.3979629369305,4343.285777032217
1.0,128.39999999999998,4341.008785406833,4343.726646534367
1.0,129.6,4341.584938984756,4344.140339157608
1.0,130.79999999999998,4342.1280947027035,4344.528381346086
1.0,131.99999999999997,4342.6398628864845,4344.892226296484
1.0,133.2,4343.121794086955,4345.2332564093695
1.0,134.39999999999998,4343.57538008416,4345.552785755319
1.0,135.6,4344.002054957501,4345.852062544303
1.0,136.79999999999998,4344.403196215199,4346.132271587904
1.0,137.99999999999997,4344.780125976604,4346.394536745054
1.0,139.2,4345.134112201024,4346.63992334299
1.0,140.4,4345.4663699570765,4346.869440566133
1.0,141.59999999999997,4345.7780627267,4347.084043806416
1.0,142.79999999999998,4346.070303738304,4347.284636969524
1.0,143.99999999999997,4346.344157323695,4347.472074732225
1.0,145.2,4346.600640293755,4347.647164746729
1.0,146.39999999999998,4346.8407233280195,4347.810669788662
1.0,147.59999999999997,4347.065332373646,4347.9633098458935
1.0,148.79999999999998,4347.2753500494555,4348.105764145965
1.0,150.0,4347.471617051011,4348.238673120432
